,feature,count
53556,skimmer,16.0
53557,skimmers,10.0
53561,skimpier,19.0
53563,skimpily,15.0
53572,skinner,17.0
53580,skintight,13.0
53584,skipper,12.0
53590,skirting,12.0
53592,skirtsteak,16.0
53599,skivvies,18.0
53600,skiwi,19.0
53602,skosh,13.0
53605,skrimps,14.0
53607,skulking,14.0
53610,skuna,18.0
53617,skyboxes,18.0
53618,skybridge,17.0
53619,skycap,15.0
53620,skydive,18.0
53621,skydivers,14.0
53624,skyfall,13.0
53626,skyhigh,16.0
53629,skylar,15.0
53634,skylines,10.0
53642,skyrocketing,16.0
53643,skyrockets,15.0
53647,skysuites,15.0
53649,skytube,10.0
53651,skywalker,11.0
53656,slabbed,12.0
53664,slad,13.0
53666,slag,16.0
53667,slain,12.0
53668,slainte,18.0
53672,slammers,16.0
53677,slandered,10.0
53678,slandering,15.0
53679,slanderous,15.0
53684,slapdash,11.0
53686,slapper,10.0
53687,slappers,14.0
53691,slasa,10.0
53694,slasher,13.0
53695,slashing,15.0
53696,slat,18.0
53699,slateford,12.0
53701,slaters,14.0
53702,slates,12.0
53707,slatted,15.0
53711,slaughtering,12.0
53713,slaved,12.0
53716,slavic,17.0
53723,slaying,13.0
53725,sld,17.0
53727,sleaziest,11.0
53731,sledding,14.0
53732,sledge,14.0
53733,sledgehammer,18.0
53734,sleds,13.0
53740,sleepin,10.0
53741,sleepiness,13.0
53748,sleet,17.0
53753,sleeze,12.0
53759,sleuthing,14.0
53769,slickdeals,12.0
53772,slickers,14.0
53773,slickness,10.0
53774,slicks,10.0
53783,slidinthru,12.0
53784,slighlty,16.0
53793,slimed,16.0
53795,sliminess,19.0
53798,slimmest,11.0
53800,slimmy,11.0
53806,slingin,18.0
53809,slingshot,17.0
53810,slink,14.0
53811,slinking,12.0
53814,slipknot,10.0
53815,slippage,10.0
53820,slippin,13.0
53822,slippy,17.0
53826,slithered,11.0
53827,slithering,14.0
53828,slithers,18.0
53837,slobbered,12.0
53844,slogging,11.0
53852,sloopy,10.0
53860,sloppier,19.0
53861,sloppiest,18.0
53871,sloths,11.0
53874,slotzilla,18.0
53876,slouched,18.0
53879,slough,13.0
53880,slouvaki,16.0
53883,slowdown,12.0
53892,slowww,15.0
53895,slowwwwww,14.0
53898,slt,18.0
53900,sludgy,18.0
53902,slugged,10.0
53903,slugging,18.0
53908,slumdog,15.0
53910,slummy,15.0
53913,slumping,10.0
53916,slunk,10.0
53919,slurpable,10.0
53923,slurpies,10.0
53932,slushed,10.0
53944,sláinte,11.0
53953,smackingly,15.0
53986,smattered,10.0
53988,smatterings,12.0
53990,smdh,19.0
53991,sme,13.0
53999,smelliest,14.0
54000,smellin,13.0
54010,smidgeon,17.0
54011,smil,19.0
54021,smirks,19.0
54022,smirky,10.0
54025,smithereens,14.0
54035,smocked,10.0
54036,smocks,18.0
54039,smogs,17.0
54043,smokehouses,12.0
54050,smokie,14.0
54060,smooches,18.0
54065,smoothe,19.0
54068,smoothered,19.0
54069,smoothes,10.0
54076,smooths,14.0
54085,smothers,17.0
54088,smucker,12.0
54093,smudging,17.0
54094,smudgy,17.0
54108,smutty,13.0
54111,snackage,19.0
54112,snackbar,17.0
54114,snacker,16.0
54115,snackers,14.0
54132,snakeskin,18.0
54135,snapchat,11.0
54140,snappers,19.0
54147,snare,11.0
54148,snarf,14.0
54151,snarked,13.0
54152,snarkily,15.0
54156,snarling,19.0
54157,snarls,11.0
54158,snarly,13.0
54161,snatchers,17.0
54165,snazzier,17.0
54168,snead,17.0
54180,sneers,10.0
54183,sneezes,12.0
54203,snifters,14.0
54205,snipe,10.0
54207,sniping,11.0
54214,snitch,13.0
54218,snoball,13.0
54219,snoballs,17.0
54221,snobbiest,17.0
54224,snobbishness,14.0
54237,snootier,12.0
54238,snootiest,13.0
54239,snootily,16.0
54243,snoozed,15.0
54244,snoozefest,17.0
54247,snores,19.0
54252,snorts,11.0
54254,snots,16.0
54256,snottiest,14.0
54258,snottiness,16.0
54262,snouts,14.0
54270,snowcaps,12.0
54273,snowcrab,19.0
54274,snowdon,15.0
54281,snowmen,19.0
54290,snubbing,10.0
54293,snuffed,14.0
54295,snuggie,15.0
54301,snugs,11.0
54302,sny,10.0
54309,soames,12.0
54317,soars,17.0
54320,sobald,15.0
54326,soberly,10.0
54327,soboro,13.0
54336,socialising,17.0
54343,socializes,11.0
54347,societal,15.0
54350,socio,19.0
54351,socioeconomic,18.0
54352,sociological,12.0
54366,sodden,17.0
54368,soem,17.0
54370,soeur,18.0
54385,softballs,11.0
54386,softdrink,16.0
54391,softeners,10.0
54396,softie,13.0
54398,softner,16.0
54405,soga,10.0
54407,sogged,15.0
54408,soggie,12.0
54410,soggiest,15.0
54417,soigneusement,16.0
54418,soigné,10.0
54419,soignée,12.0
54421,soild,16.0
54423,soiling,11.0
54424,soils,17.0
54432,sois,14.0
54435,sojo,11.0
54438,sojus,11.0
54439,sok,10.0
54440,sokrates,11.0
54444,solange,12.0
54446,solarium,18.0
54447,solch,13.0
54450,solder,12.0
54460,soleils,12.0
54463,solemnly,16.0
54464,solenoid,17.0
54465,soleri,14.0
54474,solicits,10.0
54478,solider,14.0
54479,solides,10.0
54483,solidifying,18.0
54484,solidity,11.0
54487,solie,15.0
54497,soloist,14.0
54507,solvents,12.0
54514,somalia,13.0
54515,somalian,14.0
54522,somebodies,18.0
54524,somebodys,10.0
54525,someburro,17.0
54529,somehting,18.0
54530,somehwat,12.0
54532,somekind,10.0
54534,somellier,15.0
54538,somersaults,17.0
54539,somes,11.0
54540,somesuch,10.0
54543,somethingorother,11.0
54555,sommellier,15.0
54558,sommet,16.0
54559,sommolier,15.0
54561,somosa,18.0
54565,somwhat,10.0
54568,sona,19.0
54572,sonderwünsche,15.0
54576,songbirds,12.0
54577,songbook,13.0
54583,sonicare,14.0
54586,sonja,16.0
54588,sonnet,17.0
54597,sonore,14.0
54606,soondobu,17.0
54624,soooooooooooooooo,18.0
54626,soooooooooooooooooo,11.0
54627,sooooooooooooooooooo,11.0
54634,soothingly,14.0
54637,sopaipilla,13.0
54646,sophisticate,11.0
54650,sophomoric,17.0
54653,sopporo,11.0
54654,soppresata,11.0
54659,sopresatta,19.0
54662,sorbert,18.0
54664,sorbeto,12.0
54666,sorbetti,14.0
54668,sorbettos,15.0
54674,sorensen,16.0
54675,sorento,13.0
54677,sorgen,13.0
54678,sorghum,19.0
54679,sororities,11.0
54685,sorries,13.0
54686,sorriest,18.0
54688,sorrowful,10.0
54691,sorrynotsorry,10.0
54692,sors,13.0
54701,sortez,13.0
54705,sorties,18.0
54709,sortis,17.0
54714,sosco,13.0
54716,sosososo,10.0
54720,sotelo,19.0
54725,souce,11.0
54726,souchong,17.0
54727,souci,17.0
54728,soucis,16.0
54729,souffl,16.0
54742,souless,11.0
54745,souliers,11.0
54746,souligner,19.0
54752,soundboard,10.0
54754,sounders,11.0
54755,soundgarden,14.0
54759,soundproofed,19.0
54765,soundwerks,15.0
54770,soupers,14.0
54772,soupier,13.0
54776,soupçon,11.0
54788,souring,10.0
54790,sourires,13.0
54791,sourkraut,15.0
54792,sourly,13.0
54799,souse,11.0
54800,soused,14.0
54811,southernmost,15.0
54816,southtown,15.0
54817,southview,14.0
54830,soviel,11.0
54837,sown,10.0
54845,soylent,13.0
54848,soynamis,14.0
54851,soysage,15.0
54853,soyu,16.0
54860,spaceballs,10.0
54862,spaceous,11.0
54863,spacers,16.0
54868,spacieuse,13.0
54886,spaghettios,16.0
54887,spaghettis,15.0
54890,spagos,17.0
54895,spamassage,16.0
54896,spammed,14.0
54897,spamming,19.0
54904,spaniards,13.0
54906,spaniels,12.0
54914,spankopita,13.0
54916,spanky,16.0
54926,sparen,13.0
54927,sparerib,14.0
54930,spargel,10.0
54942,sparkley,11.0
54950,sparrows,16.0
54953,sparser,15.0
54954,sparta,12.0
54955,spartacus,17.0
54957,spartans,12.0
54966,spatial,15.0
54967,spatini,16.0
54968,spatter,14.0
54969,spattered,18.0
54970,spattering,16.0
54971,spatters,11.0
54976,spaw,16.0
54984,spazz,11.0
54985,spazzy,10.0
54990,spead,14.0
55004,specail,19.0
55005,specatular,11.0
55007,speciale,14.0
55027,specifially,12.0
55032,specificially,10.0
55033,specificly,10.0
55050,spectaculaire,11.0
55053,spectate,14.0
55056,spectaular,14.0
55057,spectra,11.0
55058,spectre,13.0
55060,spectular,18.0
55067,spedini,11.0
55072,speedbump,13.0
55082,speedshop,11.0
55086,speghetti,14.0
55090,spek,14.0
55092,spellbinding,13.0
55096,spellings,17.0
55099,spence,16.0
55105,spendier,15.0
55109,spensive,18.0
55112,sperry,17.0
55113,spetacular,13.0
55117,spews,18.0
55118,speyside,16.0
55120,speziell,14.0
55121,spezielle,16.0
55122,speziellen,12.0
55128,sphincter,14.0
55133,spiceless,12.0
55142,spick,17.0
55143,spicket,12.0
55144,spicoli,11.0
55145,spicolli,13.0
55151,spiderweb,14.0
55152,spiderwebs,13.0
55156,spiedino,11.0
55158,spiegeltent,14.0
55162,spielt,12.0
55164,spiff,19.0
55166,spiffing,12.0
55168,spiga,14.0
55170,spigots,11.0
55187,spinache,14.0
55188,spinachy,15.0
55189,spinaci,16.0
55193,spinch,16.0
55194,spindle,14.0
55195,spindly,19.0
55197,spineless,13.0
55199,sping,13.0
55201,spinned,15.0
55206,spinny,16.0
55209,spinster,15.0
55215,spire,19.0
55216,spires,13.0
55223,spiritueux,16.0
55232,spl,17.0
55233,splain,12.0
55244,splayed,18.0
55245,spleen,16.0
55247,splendas,12.0
55249,splendide,14.0
55251,splendiferous,13.0
55253,splendour,16.0
55254,splice,11.0
55255,spliced,18.0
55261,splish,13.0
55263,splitable,12.0
55264,spliting,14.0
55266,splittable,12.0
55267,splitted,10.0
55268,splitter,16.0
55270,splotch,12.0
55277,spock,13.0
55301,spontan,16.0
55310,spools,19.0
55315,spoonfull,12.0
55316,spoonfulls,15.0
55322,spores,11.0
55325,sportage,12.0
55326,sportclips,16.0
55327,sportcoat,10.0
55330,sportifs,12.0
55331,sportin,18.0
55340,sportsmanship,14.0
55341,sportsmen,12.0
55349,spotlighted,10.0
55353,spotter,13.0
55354,spottier,12.0
55366,spraining,10.0
55371,sprawls,14.0
55383,spreadsheets,13.0
55384,sprechen,13.0
55387,sprees,19.0
55388,spricht,13.0
55390,sprightly,14.0
55393,springboard,13.0
55404,sprinked,10.0
55411,sprinklings,11.0
55414,sprinter,19.0
55417,sprit,17.0
55420,sprits,11.0
55422,spritzed,11.0
55425,sprocket,12.0
55435,sps,14.0
55441,spunkmeyer,17.0
55444,spurge,19.0
55447,spurt,19.0
55448,spurting,10.0
55450,sputtered,13.0
55451,sputtering,16.0
55455,spyonvegas,12.0
55456,spyware,10.0
55462,spécialement,19.0
55464,spécialise,17.0
55466,spécialisés,11.0
55470,spécifique,13.0
55472,sqaure,18.0
55475,squabble,14.0
55476,squabbling,15.0
55478,squadron,11.0
55479,squads,11.0
55480,squalid,10.0
55481,squalor,12.0
55482,squander,12.0
55488,squarish,18.0
55492,squashing,11.0
55495,squatted,13.0
55496,squatter,10.0
55514,squeek,15.0
55516,squeemish,15.0
55519,squeezer,16.0
55525,squiggles,12.0
55531,squirmed,16.0
55536,squirrely,16.0
55541,squirty,10.0
55549,srf,18.0
55556,srs,18.0
55558,srvice,13.0
55559,srx,17.0
55560,sry,18.0
55563,sse,11.0
55567,sssooo,13.0
55573,stabbings,12.0
55577,stabilizer,17.0
55578,stabilizing,11.0
55581,stabs,15.0
55582,stabucks,10.0
55583,stac,19.0
55590,stackable,18.0
55597,stade,18.0
55608,stafford,13.0
55624,staight,14.0
55630,staion,12.0
55648,stalin,14.0
55652,stalkerish,13.0
55662,stallone,19.0
55668,stamm,14.0
55670,stammering,15.0
55674,stampeded,13.0
55675,stampeding,10.0
55676,stamper,17.0
55685,standardize,15.0
55687,standardly,14.0
55691,standen,16.0
55692,standers,19.0
55694,standings,18.0
55703,standy,14.0
55706,stange,13.0
55710,stanton,14.0
55711,stanza,15.0
55715,stapler,14.0
55718,stapling,12.0
55723,starbursts,16.0
55729,starchiness,12.0
55736,starer,17.0
55738,starfire,18.0
55740,starfruit,16.0
55741,stargazing,14.0
55744,starkly,19.0
55745,starlet,17.0
55746,starlets,15.0
55748,starmount,11.0
55749,staropramen,11.0
55756,starstruck,16.0
55758,startbucks,10.0
55763,startle,15.0
55765,startles,10.0
55770,startups,14.0
55777,starwoods,11.0
55781,stashing,10.0
55785,statehouse,18.0
55791,stater,13.0
55792,staters,12.0
55795,statesville,12.0
55796,statewide,16.0
55798,static1,14.0
55809,statistically,15.0
55811,stato,14.0
55812,statosphere,19.0
55815,statuary,18.0
55818,statuesque,19.0
55819,statuettes,13.0
55822,statuses,12.0
55825,staub,19.0
55826,stauffer,10.0
55828,staunchly,10.0
55829,staurday,14.0
55831,staving,14.0
55835,staybridge,19.0
55839,stayers,12.0
55848,steadfastly,13.0
55857,steakies,16.0
55859,steaksauce,14.0
55860,steakums,10.0
55861,steaky,17.0
55864,stealers,11.0
55865,stealership,12.0
55869,stealthily,17.0
55876,steamie,13.0
55878,steamin,16.0
55892,steeling,10.0
55897,steenbock,16.0
55902,steepest,17.0
55905,steepness,16.0
55907,steerage,13.0
55908,steerburger,12.0
55912,steez,13.0
55925,steinhafels,16.0
55927,steinofen,12.0
55929,steinway,15.0
55937,stellt,11.0
55948,stent,10.0
55957,stephani,13.0
55960,stephanos,18.0
55963,stephy,13.0
55972,stepsister,13.0
55974,ster,18.0
55988,sterilizer,13.0
55989,sterilizing,16.0
55994,sternen,19.0
56013,stewardesses,19.0
56016,stewarts,18.0
56018,stewie,12.0
56021,stewy,18.0
56026,sticked,17.0
56028,stickered,10.0
56031,stickiest,10.0
56045,stiffy,11.0
56052,stile,10.0
56055,stilla,18.0
56056,stilled,16.0
56058,stillers,19.0
56059,stilleto,10.0
56061,stillettos,11.0
56062,stilling,10.0
56063,stilll,18.0
56065,stillness,14.0
56067,stilt,13.0
56071,stilvoll,18.0
56072,stimmen,13.0
56075,stimulant,12.0
56076,stimulants,12.0
56082,stimuli,19.0
56086,stingers,13.0
56087,stingey,17.0
56096,stinkers,17.0
56097,stinkeye,15.0
56103,stinson,13.0
56107,stipend,13.0
56108,stipulate,12.0
56109,stipulated,18.0
56110,stipulates,10.0
56117,stirp,12.0
56119,stirrer,15.0
56131,stlye,14.0
56133,sto,11.0
56137,stocker,16.0
56139,stockholm,14.0
56142,stockist,19.0
56143,stockists,11.0
56145,stockpiled,10.0
56146,stockroom,18.0
56152,stodge,16.0
56159,stokes,18.0
56160,stoking,12.0
56164,stolichnaya,13.0
56168,stomachaches,12.0
56180,stonehenge,10.0
56184,stonewall,14.0
56185,stonewalled,10.0
56186,stoneware,13.0
56192,stooge,13.0
56199,stooping,15.0
56204,stoplights,11.0
56206,stoppage,13.0
56211,stoppingly,17.0
56216,storebought,13.0
56220,storeroom,16.0
56226,stork,13.0
56232,stornoway,12.0
56238,storytellers,10.0
56246,stoutamisu,13.0
56262,straddled,11.0
56265,straggler,18.0
56267,straggling,14.0
56296,strangled,12.0
56297,stranglehold,11.0
56298,strangling,15.0
56299,strangly,10.0
56306,strasse,12.0
56312,strategize,17.0
56313,strategized,12.0
56315,stratos,14.0
56319,stratum,19.0
56320,straub,12.0
56321,strauss,19.0
56322,straving,10.0
56325,strawberrry,11.0
56334,straßenbahn,13.0
56346,streamlining,14.0
56348,streat,10.0
56350,stree,14.0
56351,streep,10.0
56357,streisand,18.0
56360,strengthened,19.0
56381,strickly,13.0
56384,strictest,19.0
56386,strictness,10.0
56389,strife,13.0
56391,striked,15.0
56398,stringiness,11.0
56405,stripclubs,11.0
56409,stripey,19.0
56410,striping,13.0
56421,strived,17.0
56426,strobing,11.0
56430,stroked,19.0
56442,strombolli,16.0
56458,struedel,15.0
56463,strum,16.0
56470,sts,17.0
56474,stubbed,11.0
56476,stubbled,12.0
56491,studi,17.0
56496,studious,17.0
56497,studiously,14.0
56498,studly,16.0
56502,stuf,15.0
56507,stuffier,15.0
56527,stunna,14.0
56533,stunted,11.0
56538,stupider,14.0
56556,stylee,12.0
56567,stylus,12.0
56568,stymied,16.0
56569,styrafoam,13.0
56573,städten,12.0
56575,stöbern,13.0
56576,stören,10.0
56577,störend,11.0
56579,stövchen,12.0
56581,stücke,15.0
56583,stühlen,15.0
56588,suan,13.0
56589,suana,14.0
56591,suasage,14.0
56595,subba,17.0
56598,subcompact,12.0
56605,subdivisions,18.0
56613,subjectivity,12.0
56617,sublimes,16.0
56619,submachine,13.0
56621,submarines,14.0
56622,submerge,17.0
56624,submerging,11.0
56626,submissive,10.0
56630,suboptimal,15.0
56631,subordinates,11.0
56638,subscribes,19.0
56639,subscribing,19.0
56644,subservient,15.0
56652,subsist,12.0
56654,subsituted,14.0
56660,substantiate,18.0
56671,subtile,13.0
56672,subtitle,12.0
56673,subtitled,14.0
56676,subtleness,14.0
56677,subtler,15.0
56680,subtley,10.0
56687,subtractions,12.0
56688,subtracts,11.0
56695,subversive,10.0
56699,subwoofers,10.0
56705,succesful,15.0
56712,successor,16.0
56720,succulently,17.0
56726,succursales,17.0
56728,sucess,15.0
56729,sucessful,14.0
56737,suckage,13.0
56755,sudado,10.0
56758,sudi,14.0
56764,suer,12.0
56765,suerte,12.0
56766,sues,11.0
56781,suffisante,11.0
56786,suffocation,13.0
56787,suga,13.0
56790,sugarcoat,15.0
56805,suggestively,16.0
56808,suggérer,13.0
56809,suggéré,11.0
56813,suhsi,14.0
56832,suivante,13.0
56839,sukhothai,13.0
56842,sukothai,12.0
56844,sula,17.0
56845,sulfate,18.0
56846,sulfates,15.0
56847,sulfites,12.0
56849,sulis,13.0
56851,sulked,12.0
56852,sulking,16.0
56853,sulky,13.0
56854,sulla,17.0
56862,sultanas,19.0
56864,sultans,12.0
56869,sumatran,10.0
56873,summa,14.0
56874,summaries,14.0
56879,summarizing,17.0
56884,summerfield,18.0
56885,summerhall,16.0
56886,summerland,11.0
56893,summits,15.0
56896,summoning,17.0
56903,sumptuously,15.0
56908,sunbathers,16.0
56915,sunburns,14.0
56918,sunchain,17.0
56928,sundial,15.0
56939,sunfish,13.0
56955,sunnies,11.0
56956,sunniest,11.0
56961,sunnyvale,13.0
56962,sunoco,10.0
56964,sunprint,14.0
56971,sunsational,19.0
56976,sunshade,18.0
56977,sunshades,15.0
56979,sunshiney,14.0
56983,suntek,14.0
56987,suong,13.0
56990,supah,11.0
56991,supe,12.0
56992,suped,13.0
56994,super8,15.0
56997,superbes,12.0
56998,superbiotic,13.0
57000,superbook,14.0
57002,supercars,13.0
57004,supercenters,14.0
57006,superclean,11.0
57007,supercool,15.0
57008,supercross,11.0
57012,superfan,18.0
57016,superficiality,14.0
57020,superfoods,11.0
57021,superfriendly,16.0
57024,superhuman,19.0
57025,superintendent,12.0
57031,superlecker,10.0
57039,supermodels,18.0
57041,supernice,17.0
57043,superpawn,12.0
57044,superrr,13.0
57045,supers,15.0
57047,supersedes,19.0
57062,supervises,14.0
57067,supervisory,12.0
57068,superwoman,12.0
57069,supossed,11.0
57071,supped,12.0
57072,suppen,18.0
57076,supplant,13.0
57077,supplanted,17.0
57082,supplementation,11.0
57084,supplementing,17.0
57101,supposably,11.0
57107,suppressant,14.0
57110,supra,10.0
57111,supremacy,18.0
57122,supérieur,14.0
57123,supérieure,18.0
57129,surco,18.0
57134,surest,10.0
57139,surfacing,13.0
57149,surged,11.0
57150,surgelés,16.0
57155,surges,10.0
57158,surging,11.0
57160,surley,16.0
57161,surliest,10.0
57162,surliness,17.0
57166,surname,17.0
57171,surpirsed,10.0
57174,surpisingly,15.0
57177,surprenante,15.0
57178,surprenants,14.0
57179,surprendre,11.0
57180,surpringly,11.0
57188,surprsingly,12.0
57190,surrealism,14.0
57191,surrealist,13.0
57192,surrealistic,12.0
57197,surrogate,13.0
57205,surveiller,11.0
57219,susana,16.0
57223,susci,18.0
57231,susi,13.0
57240,suspending,11.0
57241,suspendues,10.0
57243,suspenseful,15.0
57249,suss,10.0
57257,susy,12.0
57260,suttle,14.0
57262,suture,12.0
57264,suuper,13.0
57268,suuuuuuper,17.0
57271,suwanasak,15.0
57272,suwu,18.0
57283,svedka,19.0
57285,sven,10.0
57287,svu,10.0
57292,swad,15.0
57294,swaddled,12.0
57299,swahili,14.0
57314,swankiness,15.0
57316,swann,18.0
57330,swarthy,11.0
57337,swathes,15.0
57338,swatted,18.0
57339,swatter,15.0
57345,swayze,19.0
57351,sweatbox,11.0
57367,swee,11.0
57369,sweeeeeet,19.0
57378,sweepstakes,13.0
57391,sweetfire,12.0
57400,sweetpotato,14.0
57409,swelter,11.0
57411,swensen,13.0
57415,swerved,18.0
57417,swiffer,16.0
57420,swiftness,17.0
57422,swigging,19.0
57423,swigs,19.0
57439,swindling,14.0
57458,swished,17.0
57464,switchblade,18.0
57465,switchboard,10.0
57467,switcheroo,12.0
57470,switchover,13.0
57476,swizz,15.0
57492,swtich,11.0
57496,syd,16.0
57500,sylist,12.0
57503,sylvester,12.0
57505,symbiotic,16.0
57509,symbolize,19.0
57517,sympathetically,15.0
57520,sympathisch,10.0
57525,symphonic,11.0
57526,symphonies,13.0
57528,symposium,19.0
57531,synagogue,13.0
57532,synapses,10.0
57536,synched,17.0
57539,synchronization,14.0
57542,syncs,17.0
57546,synonym,14.0
57548,synonyms,12.0
57551,synthesis,10.0
57552,synthesized,10.0
57554,syphilis,10.0
57567,systemgastronomie,10.0
57571,sytle,11.0
57572,sz,18.0
57578,são,15.0
57579,säfte,13.0
57582,sèches,10.0
57583,séance,15.0
57584,séchées,13.0
57585,séchés,14.0
57586,sécurité,14.0
57587,séduit,13.0
57590,sélections,10.0
57591,série,13.0
57596,súper,11.0
57600,süß,17.0
57604,t4,17.0
57608,tabacco,14.0
57611,tabata,10.0
57612,tabatha,14.0
57617,tabel,15.0
57620,tabla,12.0
57623,tableaux,19.0
57638,tablette,10.0
57641,tablita,10.0
57642,tabloid,13.0
57643,tabloids,15.0
57649,tabourets,18.0
57652,tabuleh,11.0
57653,tabuli,18.0
57656,tacitos,12.0
57659,tackier,19.0
57661,tackily,13.0
57672,tacone,18.0
57676,tacs,13.0
57691,tadka,18.0
57694,tafel,11.0
57696,taffeta,12.0
57698,taftoon,17.0
57703,tages,14.0
57709,tagines,12.0
57711,tagliata,19.0
57713,tagliatelli,10.0
57724,taho,18.0
57728,taib,15.0
57730,taija,17.0
57733,tailbone,16.0
57740,tailing,11.0
57743,taillight,13.0
57748,tailpipe,11.0
57750,tailspin,13.0
57752,tainers,15.0
57755,tainting,12.0
57756,taints,17.0
57769,takashi,17.0
57772,taked,11.0
57788,takuan,18.0
57793,talay,19.0
57794,talbot,18.0
57795,talc,11.0
57797,talebu,16.0
57801,talenti,11.0
57802,talentless,18.0
57804,talentueux,11.0
57808,talipia,15.0
57822,tallarines,11.0
57823,tallboy,17.0
57828,talley,17.0
57831,talls,11.0
57833,tallying,19.0
57836,talus,13.0
57842,tamals,13.0
57843,tamar,18.0
57846,tamarin,11.0
57851,tambien,13.0
57852,también,16.0
57854,tambourines,14.0
57858,tames,12.0
57861,tamil,11.0
57863,tamisé,16.0
57865,tamisées,13.0
57871,tamped,11.0
57872,tampenade,11.0
57873,tamper,13.0
57875,tampering,16.0
57876,tampico,14.0
57878,tampiqueña,11.0
57881,tampura,15.0
57891,taneko,14.0
57893,tangelo,16.0
57895,tangents,11.0
57901,tangiers,11.0
57906,tanglers,17.0
57908,tangling,10.0
57910,tangs,18.0
57912,tangyness,14.0
57915,tanjore,14.0
57918,tanking,16.0
57919,tankless,16.0
57921,tanktop,14.0
57924,tanners,19.0
57925,tannic,15.0
57926,tannin,11.0
57932,tantalising,10.0
57935,tantalizes,16.0
57937,tantalizingly,18.0
57938,tantamount,17.0
57941,tante,11.0
57942,tantinet,10.0
57943,tanto,18.0
57944,tantric,10.0
57948,tanzanian,12.0
57962,tapeo,14.0
57965,tapering,12.0
57975,tapitio,13.0
57976,taplist,10.0
57981,tappin,10.0
57986,tapwater,11.0
57989,taquise,14.0
57992,taquiza,14.0
57995,taragon,13.0
57996,taramasalata,17.0
57997,taramisu,10.0
57998,taramosalata,17.0
58004,tarde,14.0
58014,tarian,18.0
58015,taric,16.0
58018,tarifs,15.0
58019,tariq,11.0
58021,tarkari,18.0
58025,tarnishing,11.0
58031,tarred,10.0
58041,tartelettes,19.0
58049,tartlette,10.0
58053,tartuffo,13.0
58060,taschen,16.0
58065,tasia,11.0
58066,tasing,18.0
58069,tasker,12.0
58074,tassel,11.0
58078,tassé,11.0
58086,tastefull,11.0
58093,tastetacular,15.0
58098,tastie,12.0
58100,tasties,13.0
58103,tastin,11.0
58108,tasts,11.0
58111,tastycakes,16.0
58112,tastykake,13.0
58114,tastyness,13.0
58118,tatake,10.0
58126,tatertots,10.0
58127,tates,10.0
58130,tatonka,14.0
58132,tatooed,15.0
58138,tatsed,11.0
58140,tatsy,11.0
58146,tatters,15.0
58149,tattoed,13.0
58154,tatts,18.0
58156,tatuado,13.0
58166,taut,12.0
58179,taxable,14.0
58180,taxco,15.0
58181,taxe,15.0
58189,taxiing,13.0
58192,taxpayer,18.0
58196,taylored,18.0
58199,taz,16.0
58202,tazmanian,12.0
58206,tba,13.0
58212,tblt,19.0
58218,tca,15.0
58219,tcb,14.0
58226,tchy,14.0
58250,tealight,18.0
58263,tearful,15.0
58264,tearfully,11.0
58275,teashop,11.0
58277,teasingly,12.0
58280,teat,13.0
58281,teatime,10.0
58282,teatro,16.0
58285,tebow,13.0
58293,technicalities,16.0
58299,technik,18.0
58307,techo,14.0
58311,teddies,17.0
58314,tediously,10.0
58320,teej,14.0
58328,teeniest,12.0
58332,teenyboppers,10.0
58343,teetotaler,16.0
58344,teevee,12.0
58346,teflon,10.0
58351,tehre,10.0
58352,tehy,12.0
58353,teig,14.0
58355,teile,16.0
58356,teilen,16.0
58361,tek,16.0
58363,tekken,17.0
58366,telecom,13.0
58368,telefon,17.0
58369,telefonisch,14.0
58370,telefono,12.0
58371,telegraph,19.0
58372,telemarketer,12.0
58373,telemarketers,13.0
58376,telenovela,10.0
58377,telenovelas,14.0
58378,telepathic,10.0
58379,telepathy,10.0
58385,teleportation,13.0
58389,telescopes,14.0
58397,tellern,11.0
58399,telles,14.0
58400,tellies,15.0
58405,telluride,19.0
58408,telur,12.0
58413,temerity,13.0
58415,tempanyaki,13.0
58424,temperance,10.0
58429,tempering,10.0
58430,temperment,15.0
58431,tempermental,15.0
58433,temperture,12.0
58435,temping,18.0
58437,templates,19.0
58443,temporaires,13.0
58444,temporal,10.0
58454,temptingly,11.0
58460,tempurature,14.0
58463,tenacious,19.0
58470,tendancy,11.0
58475,tenderbelly,18.0
58481,tenderizing,14.0
58482,tenderlion,16.0
58489,tendinitis,15.0
58491,tendonitis,10.0
58493,tendor,10.0
58498,tenement,16.0
58499,tener,14.0
58500,tenet,15.0
58501,tenets,16.0
58506,tennant,14.0
58508,tennent,12.0
58512,tennies,14.0
58515,tenors,18.0
58517,tensai,16.0
58519,tensed,19.0
58526,tentant,11.0
58527,tentation,13.0
58536,tentée,11.0
58538,tenue,16.0
58539,tenuous,12.0
58541,tenured,12.0
58544,tepanade,11.0
58546,tepenade,12.0
58550,teppanaki,15.0
58552,teppen,15.0
58554,tepper,11.0
58560,ter,19.0
58562,teramisu,13.0
58564,terayaki,15.0
58565,tere,13.0
58570,teriayki,12.0
58572,teriyake,17.0
58574,terlingua,11.0
58578,termes,11.0
58579,termin,12.0
58581,terminally,16.0
58585,terminating,14.0
58599,terraced,15.0
58601,terracotta,15.0
58603,terrains,17.0
58605,terrapin,17.0
58608,terras,10.0
58609,terrase,14.0
58614,terrell,13.0
58618,terriable,12.0
58621,terriblement,12.0
58622,terribleness,12.0
